"";"Species";"Location";"Year";"Lon";"Lat";"Depth";"Main.reference"
"231";"Paramuricea clavata";"Agios Efstratios; Greece";NA;24.84;39.52;"";"GBIF Data Portal; www.gbif.net. 2014-03-10. Senckenberg: Collection Cnidaria SMF; 207950808."
"234";"Paramuricea clavata";"Marmara Sea; Balikçi island; sites N1 and N2; Turkey";NA;29.25;40.8;"30-42";"Topçu; E. N.; & Öztürk; B. (2013). Octocoral diversity of Balıkçı Island; the Marmara Sea. Journal of the Black Sea/Mediterranean Environment; 19(1); 46-57."
"235";"Paramuricea clavata";"Ayvalik; Ezerbey Sigiligi; Turkey";NA;26.57431;39.3669;"24";"Mokhtar-Jamai; K.; Pascual; M.; Ledoux; J.B.; Coma; R.; Féral; J.P. & Garrabou J. (2011). From global to local genetic structuring in the red gorgonian Paramuricea clavata: the interplay between oceanographic conditions and limited larval dispersal. In Molecular Ecology; 20; (pp. 3291-3305)."
"236";"Paramuricea clavata";"";NA;23.8589992523193;39.1319999694824;"";"Obis (12th February 2016) Occurrence Download http://iobis.org/mapper/"
"237";"Paramuricea clavata";"";NA;3.19788;41.8795;"13.715";"Obis (12th February 2016) Occurrence Download http://iobis.org/mapper/"
"238";"Paramuricea clavata";"";NA;26.5970001220703;38.9599990844727;"";"Obis (12th February 2016) Occurrence Download http://iobis.org/mapper/"
"239";"Paramuricea clavata";"";NA;3.21611;42.05452;"11.865";"Obis (12th February 2016) Occurrence Download http://iobis.org/mapper/"
"240";"Paramuricea clavata";"";NA;23.9890003204346;39.1940002441406;"";"Obis (12th February 2016) Occurrence Download http://iobis.org/mapper/"
"241";"Paramuricea clavata";"";NA;3.19788;41.8795;"12.345";"Obis (12th February 2016) Occurrence Download http://iobis.org/mapper/"
"242";"Paramuricea clavata";"";NA;3.20708;41.8909;"11.43";"Obis (12th February 2016) Occurrence Download http://iobis.org/mapper/"
"243";"Paramuricea clavata";"";NA;3.20708;41.8909;"12.955";"Obis (12th February 2016) Occurrence Download http://iobis.org/mapper/"
"244";"Paramuricea clavata";"";NA;3.19788;41.8795;"12.345";"Obis (12th February 2016) Occurrence Download http://iobis.org/mapper/"
"245";"Paramuricea clavata";"";NA;3.21201;41.9166;"14.325";"Obis (12th February 2016) Occurrence Download http://iobis.org/mapper/"
"246";"Paramuricea clavata";"";NA;24.84;39.52;"";"Obis (12th February 2016) Occurrence Download http://iobis.org/mapper/"
"247";"Paramuricea clavata";"";NA;26.59;38.96;"";"Obis (12th February 2016) Occurrence Download http://iobis.org/mapper/"
"248";"Paramuricea clavata";"";NA;3.4864;39.9519;"138";"Obis (12th February 2016) Occurrence Download http://iobis.org/mapper/"
"249";"Paramuricea clavata";"";NA;11.10803;42.26597;"16.25";"Obis (12th February 2016) Occurrence Download http://iobis.org/mapper/"
"252";"Paramuricea clavata";"";NA;-0.680000007152557;37.6300010681152;"32.5";"Obis (12th February 2016) Occurrence Download http://iobis.org/mapper/"
"253";"Paramuricea clavata";"";NA;3.21201;41.9166;"14.02";"Obis (12th February 2016) Occurrence Download http://iobis.org/mapper/"
"254";"Paramuricea clavata";"";NA;5.15502;43.28268;"";" GBIF.org (12th February 2016) GBIF Occurrence Download http://doi.org/10.15468/dl.rrgo0h"
"255";"Paramuricea clavata";"";NA;24.84;39.52;"";" GBIF.org (12th February 2016) GBIF Occurrence Download http://doi.org/10.15468/dl.rrgo0h"
"257";"Paramuricea clavata";"";NA;3.48429;42.54262;"";" GBIF.org (12th February 2016) GBIF Occurrence Download http://doi.org/10.15468/dl.rrgo0h"
"258";"Paramuricea clavata";"";NA;5.15502;43.28268;"";" GBIF.org (12th February 2016) GBIF Occurrence Download http://doi.org/10.15468/dl.rrgo0h"
"259";"Paramuricea clavata";"";NA;7.14844;43.58484;"";" GBIF.org (12th February 2016) GBIF Occurrence Download http://doi.org/10.15468/dl.rrgo0h"
"260";"Paramuricea clavata";"Ullastre I";NA;3.19788;41.8795;"12.345";" GBIF.org (12th February 2016) GBIF Occurrence Download http://doi.org/10.15468/dl.rrgo0h"
"261";"Paramuricea clavata";"Ullastre Iii";NA;3.20708;41.8909;"11.43";" GBIF.org (12th February 2016) GBIF Occurrence Download http://doi.org/10.15468/dl.rrgo0h"
"262";"Paramuricea clavata";"Canons De Tamariu";NA;3.21201;41.9166;"14.02";" GBIF.org (12th February 2016) GBIF Occurrence Download http://doi.org/10.15468/dl.rrgo0h"
"263";"Paramuricea clavata";"";NA;5.15502;43.28268;"";" GBIF.org (12th February 2016) GBIF Occurrence Download http://doi.org/10.15468/dl.rrgo0h"
"264";"Paramuricea clavata";"";NA;3.1667;42.4667;"";" GBIF.org (12th February 2016) GBIF Occurrence Download http://doi.org/10.15468/dl.rrgo0h"
"265";"Paramuricea clavata";"";NA;3.1667;42.4667;"";" GBIF.org (12th February 2016) GBIF Occurrence Download http://doi.org/10.15468/dl.rrgo0h"
"267";"Paramuricea clavata";"";NA;5.03193;43.28507;"";" GBIF.org (12th February 2016) GBIF Occurrence Download http://doi.org/10.15468/dl.rrgo0h"
"268";"Paramuricea clavata";"";NA;11.07098;42.41985;"";" GBIF.org (12th February 2016) GBIF Occurrence Download http://doi.org/10.15468/dl.rrgo0h"
"269";"Paramuricea clavata";"El Medallot";NA;3.21554;42.03992;"13.65";" GBIF.org (12th February 2016) GBIF Occurrence Download http://doi.org/10.15468/dl.rrgo0h"
"270";"Paramuricea clavata";"";NA;5.03193;43.28507;"";" GBIF.org (12th February 2016) GBIF Occurrence Download http://doi.org/10.15468/dl.rrgo0h"
"271";"Paramuricea clavata";"Ullastre I";NA;3.19788;41.8795;"12.345";" GBIF.org (12th February 2016) GBIF Occurrence Download http://doi.org/10.15468/dl.rrgo0h"
"272";"Paramuricea clavata";"Ullastre Iii";NA;3.20708;41.8909;"13.105";" GBIF.org (12th February 2016) GBIF Occurrence Download http://doi.org/10.15468/dl.rrgo0h"
"273";"Paramuricea clavata";"Ullastre I";NA;3.19788;41.8795;"13.715";" GBIF.org (12th February 2016) GBIF Occurrence Download http://doi.org/10.15468/dl.rrgo0h"
"274";"Paramuricea clavata";"";NA;5.03193;43.28507;"";" GBIF.org (12th February 2016) GBIF Occurrence Download http://doi.org/10.15468/dl.rrgo0h"
"275";"Paramuricea clavata";"";NA;5.03193;43.28507;"";" GBIF.org (12th February 2016) GBIF Occurrence Download http://doi.org/10.15468/dl.rrgo0h"
"276";"Paramuricea clavata";"L'illa (Mar Menuda)";NA;2.94159;41.71375;"14.175";" GBIF.org (12th February 2016) GBIF Occurrence Download http://doi.org/10.15468/dl.rrgo0h"
"278";"Paramuricea clavata";"";NA;7.14844;43.58484;"";" GBIF.org (12th February 2016) GBIF Occurrence Download http://doi.org/10.15468/dl.rrgo0h"
"279";"Paramuricea clavata";"";NA;3.1667;42.4667;"";" GBIF.org (12th February 2016) GBIF Occurrence Download http://doi.org/10.15468/dl.rrgo0h"
"280";"Paramuricea clavata";"";NA;26.59;38.96;"";" GBIF.org (12th February 2016) GBIF Occurrence Download http://doi.org/10.15468/dl.rrgo0h"
"281";"Paramuricea clavata";"";NA;7.14844;43.58484;"";" GBIF.org (12th February 2016) GBIF Occurrence Download http://doi.org/10.15468/dl.rrgo0h"
"282";"Paramuricea clavata";"";NA;3.1667;42.4667;"";" GBIF.org (12th February 2016) GBIF Occurrence Download http://doi.org/10.15468/dl.rrgo0h"
"283";"Paramuricea clavata";"";NA;10.88168;42.39266;"";" GBIF.org (12th February 2016) GBIF Occurrence Download http://doi.org/10.15468/dl.rrgo0h"
"285";"Paramuricea clavata";"";NA;5.03193;43.28507;"";" GBIF.org (12th February 2016) GBIF Occurrence Download http://doi.org/10.15468/dl.rrgo0h"
"286";"Paramuricea clavata";"Ullastre Iii";NA;3.20708;41.8909;"12.955";" GBIF.org (12th February 2016) GBIF Occurrence Download http://doi.org/10.15468/dl.rrgo0h"
"287";"Paramuricea clavata";"Asilah";NA;-6.060783;35.477494;"";"Harmelin; J.-G. & Marinopoulos; J. (1994) Population structure and partial mortality of the gorgonian Paramuricea clavata (Risso) in the north-western Mediterranean (France; Port-Cros Island). Marine Life; 4; 5ñ13"
"288";"Paramuricea clavata";"Berlengas; Portugal";NA;-9.48273;39.41451;"25";"Marbis (12th February 2016) Occurrence Download http://www.emepc.pt/"
"289";"Paramuricea clavata";"Berlengas; Portugal";NA;-9.55193;39.46535;"40";"Marbis (12th February 2016) Occurrence Download http://www.emepc.pt/"
