"Lon";"Lat"
"2951";17.34333;42.80693
"2953";26.625;39.2916666666667
"2966";9.41007;41.73939
"2979";6.89197;43.42873
"3015";5.60184;43.16191
"3047";5.23589;43.33016
"3103";5.72466;43.08389
"3121";7.03167;43.52083
"3136";5.39717;43.17119
"3156";9.30384;41.37049
"3187";5.39983;43.17567
"3264";7.05851;43.5053
"3310";5.2373;43.33022
"3355";9.41882;41.7474
"3387";9.41153;41.72838
"3488";3.16021;42.4611
"3503";3.16149;42.47805
"3515";5.68324;43.15469
"3540";8.65;42.47167
"3550";5.33034;43.21316
"3570";5.24433;43.33205
"3579";6.37178;43.01853
"3589";5.28758;43.26282
"3663";5.38566;43.17305
"3697";5.2593;43.33861
"3728";5.38217;43.19038
"3738";6.40841;43.01945
"3740";6.14325;43.00396
"3776";8.60701;42.30628
"3777";5.61989;43.15948
"3819";15.52396;42.13858
"23100";10.33388;43.46972
"26100";10.88408;42.57488
"37100";10.3316;43.47174
"3820";10.8759;42.5801
"4510";10.92908;42.35546
"4710";10.90361;42.38694
"4910";9.4008;44.25177
"5010";9.63583;44.13333
"7110";11.1015;42.25883
"7310";11.0893;42.43002
"8110";15.06673;44.04026
"8510";14.46824;40.69905
"9110";10.31972;42.73583
"9610";15.02755;44.15083
"9810";10.33155;43.47192
"10810";10.4325;42.7354
"11410";12.2855;37.91416
"11610";10.33255;43.47058
"11910";10.40955;42.70978
"12210";12.34113;41.60576
"12710";26.5970001220703;38.9599990844727
"13010";9.61435;41.07896
"13510";9.74763;40.9153
"14210";15.71316;38.25616
"14810";10.9296;42.35568
"15010";10.4131;42.7092
"15110";12.30366;37.9068
"15310";15.83496;38.3596
"15810";10.1261;42.8062
"16510";14.32508;40.61855
"17110";10.43651;42.70453
"17610";15.47751;42.09878
"18310";11.09166;42.39999
"18910";8.70206;44.38879
"19210";11.0809;42.418
"19310";-6.32387;36.53745
"19810";11.82753;42.0231
"20410";8.01666;43.85
"20710";-6.23804;36.40548
"21410";9.40444;44.25055
"21510";15.7121;38.2563
"22210";3.3;42.25
"23310";10.43416;42.77527
"23410";15.0657;44.0408
"24010";10.87954;42.38898
"24210";11.09166;42.40111
"25010";11.08893;42.43012
"26610";11.0815;42.41852
"27110";10.33143;43.47185
"27210";7.49138;43.75277
"27610";11.09061;42.42972
"27810";9.74666;40.915
"28810";12.34341;41.60773
"30410";14.32471;40.61848
"30510";15.0671;44.0402
"30710";8.2299;44.0255
"31810";14.9294;44.07671
"32610";14.43222;40.68
"32810";10.43472;42.72777
"33910";10.4325;42.7355
"34510";9.75194;40.92305
"35510";14.3249;40.61886
"35810";10.3328;43.4713
"37810";10.33171;43.47126
"38110";11.0688;42.4191
"3841";10.43599;42.71276
"3921";26.51;39.05
"4111";10.12638;42.80611
"4161";17.5715;40.29031
"4181";10.33304;43.46931
"4261";22.77;38.77
"4281";11.09634;42.43648
"4301";14.5435;44.6335
"4431";10.9178;42.36889
"4441";26.59;38.96
"4521";11.0688;42.41916
"4571";14.32508;40.61852
"4631";9.85129;44.02278
"4641";11.08138;42.41833
"4681";-0.680000007153;37.6300010681
"4741";12.30598;37.91116
"4751";26.5130004882812;39.0550003051758
"4791";11.08252;42.41879
"4931";10.88051;42.38886
"4951";9.37777;41.21
"4991";8.86774;41.67366
"5001";10.3185;42.7342
"5061";11.14698;42.35954
"5151";3.23000001907;43.0400009155
"5191";12.29543;37.90945
"5291";14.94783;44.14483
"5391";15.7131;38.25618
"5431";11.08013;42.41826
"5501";11.17;42.35416
"5511";10.29951;42.35158
"5601";10.43405;42.73513
"5691";14.4044;40.6595
"5721";7.57916;43.77694
"5821";12.30909;37.87439
"5951";8.08055;43.87222
"6021";15.51548;42.1244
"6171";10.2836;42.7324
"6181";10.40715;42.7056
"6221";10.4825;42.92277
"6351";24.8470001220703;39.5250015258789
"6441";15.02456;44.15193
"6471";12.0835;37.9451
"6481";10.31972;42.73444
"6661";10.33166;43.47177
"6691";10.33277;43.47
"6721";12.30971;37.87818
"6751";10.33077;43.47197
"6931";7.96388;43.83777
"6981";12.30913;37.87436
"7141";15.06501;44.04051
"7191";11.1099;42.2638
"7241";14.32488;40.61848
"7281";10.48222;42.98361
"7321";9.8506;44.02384
"7421";11.84728;42.01988
"7511";11.08271;42.41889
"7541";12.01386;36.82441
"7561";10.098;42.6197
"7791";12.77027;38.16611
"7851";10.33249;43.46833
"7881";11.08009;42.41841
"7901";11.09597;42.44751
"7951";10.34148;43.46206
"8181";10.30233;42.35055
"8211";22.7759990692139;38.7760009765625
"8361";10.54832;42.85613
"8481";10.43194;42.71194
"8541";8.72758;42.58438
"8691";9.04166666666667;41.4583333333333
"8741";10.435;42.72666
"8831";11.10065;42.44296
"8991";10.32661;42.31846
