Lon;Lat
11.080359;42.418528
10.83651483;42.31010905
15.46976538;42.060966
3.297701;42.043939
9.219358;44.298518
9.743856;40.912687
9.746259;40.910741
15.02457;44.15193
9.217341;44.301989
5.370348666;43.17670869
5.389197064;43.18494785
5.231172649;43.19755443
29.11458942;40.83642844
9.219744;44.298426
11.10482911;42.26347259
3.2238012;42.0466294
3.202214571;41.88923137
5.2297779;43.19853992
5.377683228;43.18913959
5.377683228;43.18913959
5.377683228;43.18913959
3.161511487;42.40750631
3.161511487;42.40750631
3.161511487;42.40750631
6.184248322;42.99574334
5.8675428;43.0710416
6.184248322;42.99574334
5.8675428;43.0710416
10.331514;43.471992
6.094589961;43.030007
10.1927389;42.7781867
3.206270728;41.88702077
3.206270728;41.88702077
10.548401;42.856096
15.71236835;38.25642217
3.1997222;41.8866667
10.332052;43.471571
15.17883204;37.5793599
3.15477782;42.47869127
3.153860504;42.47887326
3.203638541;41.8841703
3.203638541;41.8841703
3.2347222;41.9575
3.2347222;41.9575
3.2347222;41.9575
3.199491783;41.88837179
3.199491783;41.88837179
15.70856731;38.25635021
3.32097793;42.31745604
3.32097793;42.31745604
6.632751445;43.15464491
6.577747442;43.16500787
3.161511487;42.40750631
3.199661112;41.88673333
3.199661112;41.88673333
3.22583383;42.04728274
10.87601155;42.3782476
15.52321335;42.13880505
-5.420841388;35.91421563
-5.298318186;35.90534769
15.52411842;42.13828482
14.42223836;40.67508895
15.70296519;38.25862935
3.1890026;41.86109433
3.218610402;41.90278861
3.218610402;41.90278861
3.218610402;41.90278861
14.32516649;40.56907214
3.206270728;41.88702077
14.324722;40.618611
9.199747722;44.30768833
7.33076495;43.67300386
15.73719645;38.25801164
14.32465151;40.56905584
13.88661141;40.69605927
13.88532402;40.69540915
14.02523141;40.75000374
14.0159424;40.73931317
3.221765897;41.92015024
3.221765897;41.92015024
12.27061154;37.9028035
12.28590455;37.91476596
7.091160243;43.5371002
14.41331197;40.68211889
15.17902331;37.58224331
15.17902331;37.58224331
13.1572927;38.68769653
13.16169629;38.68646427
15.71201658;38.2558512
14.68993458;45.07354256
15.22470519;38.27196337
15.12149427;37.53190316
15.12149427;37.53190316
15.12149427;37.53190316
3.226548;42.043889
15.65430954;38.26525013
15.71201658;38.2558512
15.76237284;38.25355096
3.223286369;42.04200817
3.277685906;42.25292155
3.263784673;42.23715474
15.22140215;38.27477897
14.02566056;40.75123917
15.52508801;42.13941032
3.22;41.91888889
14.32377853;40.61809946
3.209926;41.915119
3.204959;42.073439
3.200718;41.885661
3.222342;42.04937
3.211164;42.063384
5.371702906;43.17747954
3.214724;42.061054
3.226891;42.041211
3.224574;42.050262
7.074262289;43.51638305
3.226033;42.047331
3.225689;42.042231
3.229073;42.041491
14.03020912;40.74947391
15.62042188;38.30360244
5.36831672;43.17781963
3.225585;42.047235
3.212249;42.061504
15.49502249;42.11241028
5.393137697;43.17275158
3.219953;42.049591
3.212249;42.061504
3.227319619;42.04400985
3.227260862;42.04403796
13.95394906;40.70007417
6.878576265;43.42378995
5.368178696;43.17803973
3.226607;42.041228
3.226618;42.040973
8.728190071;42.58123751
8.728131706;42.58313097
8.727702552;42.58262539
15.25414243;43.80373508
3.224591;42.050274
5.402492283;43.1757479
5.370783208;43.17676502
14.40060905;40.67743235
7.082345222;43.53742107
5.646741936;43.15904591
3.232282673;41.96099994
3.230727076;41.96042154
3.232029492;41.96019529
3.232705409;41.96150224
3.232705409;41.96150224
9.851452282;44.02293713
5.868634886;43.04868183
5.868634886;43.04868183
12.07258795;37.96771565
9.192796794;41.24806779
15.64279184;38.26408113
15.2239224;38.27093962
9.355025981;41.21848633
5.892366111;43.07263659
11.10554671;42.44913736
5.40309065;43.17602047
15.5241374;42.13893106
14.83719701;44.99626455
5.393607457;43.17161399
5.368543207;43.17796408
3.227267;42.042287
5.402715141;43.1758992
5.402715141;43.1758992
15.64405482;38.26341643
3.226218;42.049155
3.208392;42.069995
14.25356577;40.5400082
5.369892359;43.17694307
3.226289;42.049175
5.337994023;43.20735422
7.160847284;43.42394523
3.204959;42.073439
7.094082882;43.53713598
7.099235445;43.41965568
7.113416204;43.42244879
3.212356;42.061289
3.227267;42.042287
5.869193997;43.04839797
3.227267;42.042287
5.594515649;43.16430654
15.52143999;42.1383082
5.402337;43.175935
14.8793395;44.82127907
5.392775972;43.17274855
5.229342247;43.19934516
5.229815809;43.19884004
3.224863;42.046255
15.30561689;37.8514184
15.30561689;37.8514184
15.30561689;37.8514184
15.30561689;37.8514184
15.30561689;37.8514184
15.30561689;37.8514184
15.30561689;37.8514184
15.30561689;37.8514184
15.30561689;37.8514184
15.30561689;37.8514184
15.30561689;37.8514184
15.30561689;37.8514184
15.30561689;37.8514184
15.30561689;37.8514184
15.30561689;37.8514184
15.30561689;37.8514184
15.30561689;37.8514184
3.179780451;39.96510857
15.17485699;37.61689466
15.17492372;37.61757959
6.397387952;42.98837155
6.397387952;42.98837155
3.23834064;42.34375991
5.625600783;43.15369273
3.212356;42.061289
15.71322329;38.25558592
3.225;42.041715
9.19026182;44.30575304
16.16658405;43.4787394
3.219760059;42.04975459
11.11589167;42.43911333
11.16923;42.38665
10.21977776;42.73063367
9.20087;44.30407833
5.402716;43.176002
5.402717;43.175986
5.40281;43.176064
5.402758;43.17607
5.402719;43.176155
9.20087;44.30407833
10.02565804;42.73649739
3.229073;42.041491
3.229073;42.041491
3.226309;42.049107
5.393494115;43.17279685
3.227267;42.042287
3.224591;42.050274
3.225421;42.047538
14.42217977;40.67048251
3.225421;42.047538
3.22068852;41.91348358
5.390423867;43.18606179
3.221309;42.05002
3.22073;42.049914
3.220689;41.913484
3.225421;42.047538
5.390424;43.186062
3.225421;42.047538
3.227267;42.042287
3.224591;42.050274
3.226309;42.049107
5.393494;43.172797
3.229073;42.041491
9.20087;44.304078
16.166584;43.478739
9.20087;44.304078
11.115892;42.439113
3.229073;42.041491
3.21976;42.049755
11.16923;42.38665
3.225;42.041715
9.190262;44.305753
3.212356;42.061289
-7.65795;37.081822
-9.516626;39.41486
-8.900077;37.946317
-7.973156;36.968821
-8.925733;37.006186
-8.657771;37.074902
-9.230286;38.40828
5.625601;43.153693
3.224863;42.046255
6.397388;42.988372
6.397388;42.988372
5.402337;43.175935
5.392776;43.172749
5.229342;43.199345
3.17978;39.965109
9.219744;44.298426
-9.359444;38.412133
-9.204373;38.516349
-9.25706;38.41907
-9.25706;38.41907
-9.246;38.41
-9.226;38.407
-9.25706;38.41907
-9.25706;38.41907
-9.25706;38.41907
-9.25706;38.41907
-9.25706;38.41907
-9.25706;38.41907
-9.25706;38.41907
-9.25706;38.41907
-9.25706;38.41907
-9.25706;38.41907
-9.25706;38.41907
-9.25706;38.41907
-9.25706;38.41907
-9.25706;38.41907
-9.25706;38.41907
-9.25706;38.41907
-9.25706;38.41907
-9.25706;38.41907
-9.25706;38.41907
-9.25706;38.41907
-9.25706;38.41907
-9.25706;38.41907
-9.25706;38.41907
-9.25706;38.41907
-9.25706;38.41907
-9.25706;38.41907
-9.25706;38.41907
-9.25706;38.41907
-9.25706;38.41907
-9.25706;38.41907
-9.25706;38.41907
-9.25706;38.41907
