"Lon";"Lat"
"8141";-4.13042;50.34227
"8161";-4.667698;51.19447
"8181";-6.242499;49.957
"8201";-6.243094;49.95977
"8211";-5.114994;50.1025
"8231";-4.128271;50.33726
"8251";-6.274834;49.92433
"8271";-1.85199;48.865
"8281";-3.694792;50.20467
"8401";-5.065001;50.0665
"8481";-3.774894;50.22842
"8491";-2.546972;49.42183
"8521";-5.074294;50.094
"8561";-2.222586;49.70053
"8571";-5.065413;50.06571
"8681";-2.157391;49.72806
"8701";-4.907171;50.1939
"8751";-2.377834;49.41034
"8761";-3.694598;50.20474
"8771";-2.366148;49.4016
"8791";-2.365419;49.45358
"8851";-2.119504;49.2515
"8891";-4.4464779;50.337661
"8941";-5.075828;50.1389
"8961";-5.049444;50.16551
"8971";-5.050998;50.14617
"9041";-2.181417;49.71225
"9121";-2.369173;49.40067
"9141";-3.923750095;43.49555097
"9161";-6.32;49.97034
"9181";-5.04005;50.03993
"9201";-2.244764;49.18162
"9221";-6.245231;49.96583
"9271";-3.983253;50.22411
"9281";-6.287839;49.98283
"9301";-5.676056;50.03369
"9351";-4.668745;51.195
"9381";-6.261303;49.96997
"9391";-5.0442;50.04611
"9411";-6.361733;49.94587
"9471";-4.128467;50.33755
"9501";-2.618835;49.415
